TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,Season,EFGD_D,EFG%,EFGD%,RK,Team,3PR,3PRD
,Sum,34,22,112.2,108.4,0.5964,53.5,53.1,15.7,14.9,29.2,25.4,36.4,37.7,52.5,53.5,36.7,35.1,67.7,-6.5,,15.0,2025,,,,126.0,Nebraska Omaha,38.6,44.5
,MAC,33,22,105.5,102.1,0.5944,48.7,48.4,17.3,18.9,35.7,28.3,30.0,39.2,50.4,49.4,30.5,31.3,65.8,-5.9,,,2025,,,,127.0,Kent St,37.7,41.7
,BW,32,22,107.7,104.4,0.5896,51.8,49.9,18.9,20.5,35.4,24.1,35.8,45.1,51.5,46.4,35.0,35.6,72.2,-4.9,,,2025,,,,128.0,Cal St Northridge,30.8,50.8
,Sum,32,20,109.7,106.4,0.5869,53.6,50.9,17.6,12.7,33.6,21.4,31.2,29.9,54.5,52.3,34.8,32.9,69.0,-6.2,,,2025,,,,129.0,South Dakota St,40.0,47.8
,MVC,33,22,111.9,108.5,0.5868,54.8,53.7,15.9,17.6,27.2,29.4,26.1,27.0,52.9,54.6,38.1,35.1,70.6,-5.5,,,2025,,,,130.0,Belmont,44.6,43.4
,MVC,33,19,112.1,108.8,0.5829,56.0,53.8,15.8,16.7,24.6,24.9,30.7,31.4,56.6,53.5,36.9,36.1,65.6,-8.2,,,2025,,,,131.0,Illinois St,47.5,43.3
,CUSA,34,22,108.0,105.1,0.5782,49.6,49.4,15.7,13.3,30.9,26.5,32.2,28.0,49.1,47.7,33.5,34.5,64.6,-5.4,,,2025,,,,132.0,Jacksonville St,36.4,42.5
,BSky,34,25,112.0,109.0,0.5779,56.4,52.2,16.2,15.5,22.6,29.0,36.2,31.9,57.3,53.1,36.5,33.7,67.0,-3.1,,14.0,2025,,,,133.0,Montana,36.8,35.0
,CUSA,32,20,107.7,105.0,0.5728,52.5,47.8,18.9,14.7,29.3,28.7,35.0,32.0,53.5,48.8,34.1,30.8,64.4,-6.4,,,2025,,,,134.0,Louisiana Tech,41.4,38.9
,SC,33,24,114.0,111.2,0.5725,56.5,51.2,15.4,16.2,25.8,29.9,31.5,33.8,57.5,50.0,36.8,35.4,66.5,-4.1,,,2025,,,,135.0,Chattanooga,45.3,41.0
,SB,32,21,106.1,103.6,0.5684,50.8,48.5,14.6,20.6,28.3,32.2,33.6,24.4,53.6,46.9,31.7,33.1,63.1,-6.5,,,2025,,,,136.0,South Alabama,45.6,59.3
,SC,32,22,110.4,108.0,0.5635,54.6,53.2,18.3,21.8,34.6,33.5,29.3,41.8,54.0,53.8,36.9,35.0,70.8,-4.9,,,2025,,,,137.0,Samford,46.7,43.8
,Amer,33,19,108.4,106.1,0.5603,52.1,48.4,15.9,17.4,27.2,32.4,35.1,32.8,52.9,48.3,33.9,32.3,66.7,-8.7,,,2025,,,,138.0,Tulane,39.4,43.1
,WAC,32,14,103.0,101.0,0.5584,46.5,51.2,17.0,20.9,29.9,27.0,42.3,36.7,46.3,53.3,31.3,31.9,65.9,-12.1,,,2025,,,,139.0,Seattle,36.3,38.6
,Amer,33,19,105.8,103.7,0.5582,48.7,49.9,16.4,15.7,31.9,28.4,35.2,28.3,50.1,49.9,30.2,33.3,68.6,-7.3,,,2025,,,,140.0,Wichita St,28.4,38.3
,SC,34,25,109.2,107.3,0.5515,53.6,49.2,17.0,16.5,30.0,31.0,35.4,29.0,53.2,49.2,36.0,32.9,65.8,-4.4,,,2025,,,,141.0,Furman,51.4,38.6
,A10,33,17,109.3,107.4,0.5513,52.4,52.3,14.6,15.4,24.4,26.9,29.2,28.1,53.3,51.9,34.1,35.3,65.7,-9.2,,,2025,,,,142.0,Davidson,42.1,39.9
,CUSA,33,18,105.8,104.0,0.5501,49.3,52.4,16.6,22.0,25.4,32.4,37.0,40.0,47.7,54.0,34.6,33.4,68.4,-8.4,,,2025,,,,143.0,UTEP,36.2,41.2
,ACC,32,13,106.5,104.7,0.5493,51.2,52.3,20.1,16.2,31.0,29.2,30.8,31.8,50.3,54.6,35.0,32.6,65.1,-9.2,,,2025,,,,144.0,Virginia Tech,40.4,41.2
,SC,34,19,111.5,109.7,0.5466,53.3,51.8,16.9,14.9,35.5,26.2,31.1,36.2,54.6,51.8,34.5,34.5,63.9,-9.7,,15.0,2025,,,,145.0,Wofford,47.7,45.8
,MAC,34,25,107.8,106.4,0.5364,55.4,51.3,17.4,19.1,27.5,29.0,28.1,33.3,53.9,51.9,38.2,33.6,68.8,-4.6,,,2025,,,,146.0,Miami OH,44.0,39.9
,BW,34,21,108.7,107.3,0.5353,54.6,48.9,18.2,17.2,27.5,29.2,29.7,32.0,52.4,50.5,38.1,30.8,65.2,-7.9,,,2025,,,,147.0,UC Santa Barbara,47.4,36.9
,WCC,32,17,104.2,103.1,0.53,50.2,48.5,15.2,15.7,22.8,30.9,29.0,28.9,50.6,49.0,33.1,31.8,67.0,-6.9,,,2025,,,,148.0,Loyola Marymount,40.4,36.6
,Horz,34,26,105.9,105.0,0.5238,51.3,50.3,18.5,18.8,35.3,28.3,38.4,30.0,50.7,49.8,34.9,34.2,67.9,-4.3,,15.0,2025,,,,149.0,Robert Morris,36.8,35.6
,Slnd,34,20,105.8,105.0,0.5237,52.8,49.9,17.8,18.3,31.9,30.7,36.7,40.4,53.0,48.4,34.7,35.0,67.4,-8.5,,,2025,,,,150.0,Texas AM Corpus Chris,29.2,36.7
,BW,33,21,109.9,109.0,0.5225,49.5,51.4,15.8,15.8,32.2,28.9,28.7,33.4,49.0,51.4,33.5,34.4,67.0,-4.7,,,2025,,,,151.0,UC Riverside,42.3,38.8
,MWC,34,15,106.9,106.1,0.522,50.6,51.9,17.4,16.6,26.9,32.2,31.5,28.6,49.1,53.9,35.1,32.0,66.2,-10.2,,,2025,,,,152.0,San Jose St,41.2,35.2
,AE,34,23,105.8,105.3,0.5112,51.0,47.7,16.5,16.4,34.2,28.8,30.4,30.0,51.5,47.3,33.4,32.2,72.3,-7.1,,15.0,2025,,,,153.0,Bryant,34.8,36.0
,BSth,33,20,109.8,109.3,0.5108,51.1,51.0,17.7,16.5,33.8,30.0,41.3,37.0,49.9,49.3,35.6,35.8,62.9,-7.3,,,2025,,,,154.0,Radford,36.3,40.1
,CUSA,32,13,110.3,109.9,0.5102,51.0,53.1,18.3,17.2,30.3,32.2,36.3,33.2,46.9,52.3,38.3,36.2,67.7,-11.7,,,2025,,,,155.0,Sam Houston St,38.6,41.2
,WAC,32,17,105.0,104.6,0.5098,48.3,50.1,17.7,18.1,33.3,29.6,29.7,33.4,48.6,50.3,31.7,33.2,65.8,-9.6,,,2025,,,,156.0,Cal Baptist,35.0,31.3
,Amer,32,17,110.5,110.4,0.5026,49.9,50.6,15.7,15.1,32.0,31.2,45.2,36.4,48.2,51.0,35.8,33.3,68.7,-9.6,,,2025,,,,157.0,Temple,31.3,36.4
,SB,32,20,110.0,110.0,0.5013,50.7,50.9,15.8,15.6,32.0,30.5,30.4,33.4,50.0,49.6,34.3,35.5,64.9,-7.4,,,2025,,,,158.0,James Madison,45.2,35.1
,CUSA,32,17,103.1,103.1,0.501,47.9,47.4,15.5,17.0,23.5,28.1,32.1,40.6,48.0,48.7,31.7,30.5,71.8,-8.3,,,2025,,,,159.0,Western Kentucky,39.7,44.1
,A10,31,18,107.6,107.7,0.4973,52.8,49.3,17.9,16.0,28.3,28.6,41.1,30.8,53.3,50.6,34.6,31.5,70.4,-7.8,,,2025,,,,160.0,Rhode Island,37.7,39.7
,CAA,33,24,105.2,105.3,0.4969,52.4,50.1,16.2,16.4,26.5,28.3,34.6,26.5,51.8,51.4,35.5,32.1,70.2,-4.6,,,2025,,,,161.0,Charleston,40.0,39.7
,MVC,33,16,104.7,104.9,0.4957,49.3,51.2,16.9,17.3,29.1,26.4,41.2,35.5,48.6,52.6,33.6,32.1,64.7,-10.7,,,2025,,,,162.0,Murray St,40.1,32.1
,Horz,32,21,106.0,106.3,0.4931,51.4,51.5,19.4,18.3,39.8,26.6,38.0,32.4,53.1,52.2,31.9,33.6,68.6,-7.0,,,2025,,,,163.0,Milwaukee,31.5,38.6
,SB,31,17,100.5,100.9,0.4885,49.6,46.1,16.9,14.8,27.6,29.6,35.1,22.2,48.7,47.0,34.0,29.8,63.1,-9.5,,,2025,,,,164.0,Appalachian St,41.1,40.1
,ASun,32,18,107.4,108.1,0.4831,53.9,50.5,16.2,14.3,30.0,26.5,23.1,29.5,54.1,48.9,35.7,35.1,65.2,-9.2,,,2025,,,,165.0,Florida Gulf Coast,38.4,44.0
,SC,32,19,104.8,105.5,0.4824,50.3,50.3,16.1,18.9,35.7,29.8,33.2,34.3,48.9,49.5,34.7,34.2,65.0,-9.3,,,2025,,,,166.0,East Tennessee St,41.7,41.1
,CAA,33,22,106.0,106.8,0.4801,47.9,50.8,14.5,17.3,35.3,28.0,28.4,30.7,46.7,50.7,33.4,34.1,63.5,-5.9,,,2025,,,,167.0,Towson,37.2,38.8
,Slnd,33,20,105.5,106.2,0.4801,48.1,48.1,15.3,16.7,30.6,31.5,33.1,35.9,45.6,49.9,35.0,30.1,68.1,-7.5,,,2025,,,,168.0,Nicholls St,36.8,37.6
,BSth,34,23,107.4,108.2,0.4781,53.3,51.4,17.7,18.7,31.2,31.5,47.7,37.1,55.0,50.6,33.8,35.2,72.6,-6.2,,,2025,,,,169.0,Winthrop,38.3,37.9
,SC,32,20,105.4,106.2,0.478,50.7,47.8,15.3,16.4,31.1,30.1,29.8,34.0,48.0,48.7,36.2,31.0,63.7,-7.7,,,2025,,,,170.0,UNC Greensboro,42.4,43.1
,SB,33,20,105.6,106.6,0.4739,49.9,49.3,16.5,16.8,33.0,29.6,34.8,40.9,51.0,49.7,32.3,32.2,68.6,-8.8,,,2025,,,,171.0,Marshall,39.6,32.8
,ACC,31,12,105.2,106.2,0.4713,48.9,51.9,17.3,15.5,28.8,30.0,31.5,37.1,47.5,51.3,34.5,35.2,66.7,-9.8,,,2025,,,,172.0,Boston College,33.0,35.9
,Horz,33,21,102.6,103.6,0.47,49.3,50.6,18.3,22.3,34.5,34.1,31.0,38.1,49.6,49.8,32.5,34.5,65.5,-7.8,,,2025,,,,173.0,Cleveland St,32.7,40.4
,Slnd,33,20,101.2,102.3,0.4695,47.2,47.6,19.0,17.7,35.5,31.8,29.0,34.8,44.3,47.9,35.6,31.4,65.3,-7.4,,,2025,,,,174.0,Lamar,32.8,39.1
,Horz,32,19,107.5,108.8,0.4643,54.7,53.3,13.8,20.1,22.0,32.8,29.1,30.0,54.0,56.2,37.1,32.6,69.6,-8.6,,,2025,,,,175.0,Purdue Fort Wayne,45.6,40.0
,Ivy,28,14,100.5,101.8,0.4627,50.3,49.1,16.2,13.8,22.8,24.9,30.3,23.2,49.8,52.1,33.9,29.6,70.7,-10.6,,,2025,,,,176.0,Dartmouth,46.5,38.5
,ASun,32,18,109.4,110.8,0.4619,49.7,52.6,13.8,17.8,32.4,33.2,26.0,31.8,47.7,52.1,34.9,35.5,67.6,-8.7,,,2025,,,,177.0,Eastern Kentucky,42.2,37.3
,BW,35,16,108.9,110.5,0.4585,55.2,53.2,20.7,19.1,27.6,33.2,26.8,32.4,56.0,54.3,36.3,34.4,74.4,-11.5,,,2025,,,,178.0,Cal Poly,51.1,39.9
,Amer,32,13,106.3,107.9,0.4579,48.6,47.8,17.8,14.0,33.7,29.6,43.3,35.9,47.8,47.5,33.2,32.1,65.4,-14.2,,,2025,,,,179.0,Rice,38.8,36.9
,MVC,33,14,106.1,107.7,0.4572,51.6,52.6,18.3,15.2,30.3,28.0,34.2,33.7,51.0,51.5,35.1,36.1,67.8,-12.9,,,2025,,,,180.0,Southern Illinois,33.6,39.8
,Amer,31,12,107.0,108.8,0.4507,49.7,53.3,15.7,20.6,27.0,35.5,29.0,43.9,46.1,53.2,36.1,35.7,69.7,-12.8,,,2025,,,,181.0,UTSA,44.1,37.9
,Amer,33,19,106.3,108.2,0.449,48.4,51.7,15.6,17.4,33.8,31.2,35.2,31.6,49.3,48.5,31.2,38.4,66.5,-8.9,,,2025,,,,182.0,East Carolina,35.2,35.3
,BSky,32,19,100.8,102.7,0.4483,50.5,50.0,18.4,19.6,33.4,30.4,34.3,34.9,51.7,51.6,32.0,31.7,68.2,-9.3,,,2025,,,,183.0,Portland St,31.7,39.1
,ACC,31,7,112.5,114.6,0.4479,51.9,57.4,16.0,15.0,28.2,30.8,26.4,28.8,55.1,55.9,31.3,39.7,67.4,-13.5,,,2025,,,,184.0,Miami FL,38.5,39.9
,CAA,33,18,103.6,105.6,0.4473,52.2,47.8,18.6,14.4,33.0,30.1,24.2,28.2,51.9,48.1,35.0,31.6,62.9,-11.7,,,2025,,,,185.0,Drexel,37.1,35.4
,MAC,32,16,106.4,108.4,0.4473,53.4,52.3,14.9,17.8,23.9,29.0,33.5,36.4,53.9,50.4,35.0,37.6,70.3,-11.8,,,2025,,,,186.0,Ohio,40.1,32.6
,BSky,33,15,104.7,106.7,0.4462,52.8,48.8,15.1,15.3,20.7,29.4,31.9,31.9,53.8,50.6,34.3,29.8,65.9,-12.0,,,2025,,,,187.0,Montana St,43.0,32.0
,MEAC,33,20,102.4,104.4,0.4449,50.8,50.1,19.9,22.8,35.7,32.7,42.9,47.0,50.2,51.8,34.7,31.1,69.1,-9.2,,,2025,,,,188.0,South Carolina St,33.0,34.1
,MWC,32,12,103.1,105.2,0.443,50.3,51.0,19.9,15.8,30.0,27.2,30.4,41.1,49.5,51.7,34.4,33.3,64.5,-10.8,,,2025,,,,189.0,Wyoming,40.7,37.3
,ASun,32,19,101.2,103.6,0.4346,50.1,50.7,19.3,18.7,35.3,30.5,28.2,34.5,47.3,50.0,37.0,34.6,67.3,-7.5,,,2025,,,,190.0,Jacksonville,33.9,38.2
,MVC,32,18,105.4,107.9,0.4336,51.1,51.6,17.5,15.8,30.0,27.9,35.1,31.6,51.1,51.6,34.0,34.4,69.0,-8.4,,,2025,,,,191.0,Illinois Chicago,39.4,35.3
,ASun,33,19,105.9,108.5,0.432,52.3,51.7,18.0,16.0,31.1,28.7,33.7,32.1,52.6,51.4,34.6,34.8,68.4,-8.6,,,2025,,,,192.0,Queens,44.2,37.8
,Horz,34,16,106.3,108.9,0.431,50.1,51.4,18.0,16.2,34.1,32.6,31.7,27.8,53.2,49.7,30.6,35.9,63.6,-11.2,,,2025,,,,193.0,Oakland,42.3,41.0
,NEC,32,25,99.0,101.5,0.4277,52.2,47.7,17.2,18.1,26.5,25.3,25.9,18.9,53.7,49.0,32.9,30.6,65.5,-4.7,,,2025,,,,194.0,Central Connecticut,34.8,42.0
,MEAC,34,24,106.2,109.0,0.4254,52.4,49.7,18.3,18.6,32.8,33.8,39.0,34.9,54.5,48.9,31.3,33.9,66.3,-5.3,,16.0,2025,,,,195.0,Norfolk St,27.7,42.7
,CAA,32,17,103.9,106.9,0.418,51.1,50.3,18.6,18.2,31.4,31.4,28.0,30.3,51.3,49.2,33.7,34.9,67.4,-11.0,,,2025,,,,196.0,Northeastern,34.8,34.7
,OVC,33,21,101.5,104.5,0.4175,51.3,47.6,15.4,19.0,24.0,28.7,28.9,42.8,51.1,48.8,34.5,30.0,68.8,-8.7,,,2025,,,,197.0,Southeast Missouri St,36.0,31.6
,WCC,35,13,106.3,109.5,0.4163,49.6,52.5,16.1,15.3,27.7,30.0,31.6,27.2,48.9,53.3,34.0,34.2,69.0,-12.4,,,2025,,,,198.0,Pepperdine,34.7,38.9
,MAAC,33,18,98.3,101.3,0.4163,49.4,46.9,13.8,23.2,20.8,38.6,24.4,29.9,49.3,47.2,33.0,31.0,64.4,-9.9,,,2025,,,,199.0,Merrimack,42.9,36.3
,WAC,32,16,98.0,101.0,0.4146,46.7,51.4,20.7,24.0,30.0,31.5,37.2,51.3,47.8,52.6,28.9,32.6,69.1,-10.5,,,2025,,,,200.0,Abilene Christian,25.3,32.5
,Ivy,27,14,102.4,105.6,0.4117,51.1,49.3,17.1,15.7,30.1,30.7,28.0,29.1,52.1,49.2,33.1,32.9,65.7,-8.7,,,2025,,,,201.0,Brown,40.5,37.4
,Amer,32,13,102.3,105.5,0.411,49.7,49.7,16.2,18.3,27.7,33.2,34.9,36.7,51.1,49.6,31.6,33.3,68.2,-12.5,,,2025,,,,202.0,South Florida,37.6,37.5
,MVC,32,14,108.3,112.1,0.4017,54.6,54.3,19.5,15.8,26.2,27.0,35.9,38.8,56.6,54.5,35.0,35.9,72.3,-12.5,,,2025,,,,203.0,Indiana St,50.1,38.0
,CAA,33,17,103.3,107.0,0.3979,47.5,52.6,16.0,18.8,34.0,28.7,30.3,43.6,46.9,53.3,32.4,34.2,65.5,-11.6,,,2025,,,,204.0,Hampton,36.7,35.7
,BSky,30,15,105.8,109.8,0.3965,47.8,54.1,16.3,17.9,38.3,25.9,34.4,32.7,48.3,53.0,31.2,37.3,65.8,-10.5,,,2025,,,,205.0,Idaho St,36.6,37.7
,Ivy,30,19,103.2,107.1,0.3955,51.5,53.4,15.2,17.3,26.2,24.2,24.6,31.7,50.1,53.5,35.3,35.5,66.6,-6.3,,,2025,,,,206.0,Princeton,48.7,40.8
,MVC,32,9,101.7,105.6,0.3947,50.9,54.7,20.7,19.1,32.0,28.4,34.3,38.5,49.1,55.0,36.0,36.1,63.8,-17.3,,,2025,,,,207.0,Missouri St,37.0,39.4
,Slnd,32,18,104.1,108.1,0.3932,49.2,51.4,17.4,18.8,30.9,29.4,34.7,36.5,49.5,51.9,32.4,33.7,66.9,-9.6,,,2025,,,,208.0,Southeastern Louisiana,31.6,42.2
,A10,33,14,103.3,107.3,0.3921,46.1,52.6,15.5,16.7,30.5,29.5,31.4,30.0,44.5,54.5,32.8,33.2,68.6,-11.6,,,2025,,,,209.0,La Salle,33.2,41.5
,SB,32,16,108.1,112.4,0.3899,50.7,49.9,18.1,16.1,35.2,31.5,36.0,41.6,49.3,47.4,36.4,36.1,65.9,-11.7,,,2025,,,,210.0,Texas St,27.8,36.4
,MAAC,33,20,101.8,105.9,0.3899,48.4,49.5,17.9,17.1,33.5,26.0,31.1,28.3,50.7,46.7,29.8,36.1,71.5,-9.3,,,2025,,,,211.0,Quinnipiac,38.0,37.1
,A10,32,12,101.6,105.7,0.3891,45.1,49.8,16.1,17.5,34.3,31.0,34.0,36.6,46.6,49.7,28.0,33.2,70.4,-13.4,,,2025,,,,212.0,Massachusetts,32.2,39.9
,Horz,34,21,102.3,106.4,0.3879,49.8,48.8,17.6,18.0,29.3,31.2,36.4,35.8,52.1,48.1,31.3,33.5,69.2,-9.2,,,2025,,,,213.0,Youngstown St,46.2,32.8
,Pat,33,18,103.4,107.7,0.3856,53.8,50.3,18.6,17.0,26.0,28.0,36.7,35.4,54.4,49.0,35.3,34.7,67.4,-10.3,,,2025,,,,214.0,Bucknell,41.0,40.6
,SWAC,32,20,98.5,102.7,0.3836,47.2,49.2,18.5,21.1,34.4,28.5,38.1,42.3,47.4,48.2,31.2,33.8,68.3,-7.3,,,2025,,,,215.0,Southern,33.3,39.4
,A10,33,12,106.3,110.9,0.381,48.6,52.8,18.4,16.7,31.5,30.6,32.8,39.2,49.1,52.6,32.0,35.5,69.5,-14.0,,,2025,,,,216.0,Fordham,41.5,31.8
,BE,32,7,97.5,101.7,0.3809,44.7,54.6,19.1,22.2,31.2,31.8,32.9,39.6,43.9,54.5,31.2,36.6,64.4,-13.2,,,2025,,,,217.0,Seton Hall,30.5,44.4
,OVC,33,22,101.3,105.7,0.3796,48.9,47.5,17.1,17.3,31.8,29.1,33.1,33.2,47.8,46.3,34.0,33.0,65.8,-7.8,,16.0,2025,,,,218.0,SIU Edwardsville,36.3,38.6
,MVC,34,15,105.1,109.8,0.3789,47.7,53.7,14.0,17.1,26.5,28.5,33.6,35.4,47.3,54.2,32.3,35.2,67.9,-13.0,,,2025,,,,219.0,Valparaiso,38.4,36.0
,Horz,33,15,108.5,113.3,0.3785,56.3,53.2,17.8,14.2,28.0,27.9,27.0,34.5,55.3,52.2,38.6,36.7,67.3,-13.8,,,2025,,,,220.0,Wright St,37.8,36.0
,CAA,32,17,106.4,111.2,0.3761,53.7,53.5,18.1,17.6,26.2,30.2,35.6,35.5,55.8,54.4,34.5,34.8,71.4,-10.7,,,2025,,,,221.0,William  Mary,51.5,41.6
,MAC,31,14,104.7,109.4,0.3754,49.8,53.1,17.6,18.2,32.1,29.1,35.8,31.3,51.2,52.5,31.3,35.9,67.2,-11.5,,,2025,,,,222.0,Central Michigan,33.3,43.9
,CAA,32,15,101.2,105.9,0.3724,50.0,52.4,15.8,18.8,24.6,27.7,29.7,29.9,51.5,55.8,31.9,31.1,65.8,-12.7,,,2025,,,,223.0,Campbell,41.8,36.8
,A10,32,10,103.5,108.4,0.372,48.4,52.7,15.4,15.8,19.3,27.7,29.7,37.1,49.7,52.4,31.2,35.4,63.8,-15.0,,,2025,,,,224.0,Richmond,45.6,48.6
,Slnd,32,16,102.0,107.0,0.3667,48.7,49.8,20.2,17.4,33.1,32.6,32.2,33.1,46.5,46.8,35.2,36.2,63.8,-9.7,,,2025,,,,225.0,Northwestern St,35.7,39.7
,BSth,32,21,107.1,112.3,0.3666,52.0,53.4,14.8,18.0,29.7,34.1,34.4,40.1,52.4,53.8,34.2,35.2,67.8,-6.5,,,2025,,,,226.0,UNC Asheville,35.0,38.9
,CAA,33,15,97.8,102.5,0.3662,48.9,45.9,17.6,16.4,25.8,28.6,25.3,38.0,48.1,42.6,33.2,33.9,63.6,-13.5,,,2025,,,,227.0,Hofstra,42.3,40.4
,CAA,32,17,106.0,111.3,0.3627,50.2,48.1,19.0,13.3,36.3,31.4,38.8,24.7,50.8,47.1,32.8,32.9,64.9,-11.0,,,2025,,,,228.0,Elon,41.7,43.5
,Sum,33,13,100.5,105.5,0.3624,48.4,51.2,18.6,17.1,32.8,29.7,30.9,35.2,47.5,53.6,33.1,31.8,64.3,-14.8,,,2025,,,,229.0,UMKC,44.0,40.8
,BSth,32,18,105.0,110.3,0.3608,51.3,55.9,18.0,20.7,32.1,29.6,45.4,38.3,52.3,59.8,32.9,33.7,68.9,-9.8,,,2025,,,,230.0,Longwood,33.9,41.6
,BW,31,15,102.1,107.4,0.3606,50.6,49.5,20.7,13.1,31.0,24.9,39.9,33.7,53.1,48.0,31.0,35.0,65.8,-11.0,,,2025,,,,231.0,Hawaii,37.4,32.4
,OVC,33,17,102.9,108.2,0.3602,51.3,48.8,21.1,17.4,33.8,30.3,41.4,39.3,52.5,48.1,32.6,33.4,70.5,-13.0,,,2025,,,,232.0,Tennessee St,33.6,35.9
,AE,33,21,99.5,104.7,0.3577,49.0,48.8,17.3,15.7,26.2,25.8,29.8,27.1,49.5,48.3,32.3,33.0,62.5,-8.2,,,2025,,,,233.0,Vermont,43.5,38.6
,AE,34,20,99.0,104.2,0.3572,51.6,50.4,15.5,21.9,21.8,32.3,28.2,29.0,50.6,50.7,35.7,33.3,65.9,-10.3,,,2025,,,,234.0,Maine,33.0,36.2
,CAA,36,16,108.9,114.6,0.3563,55.1,52.2,16.6,15.5,22.4,32.5,30.0,32.9,54.1,51.9,37.7,35.3,70.2,-15.2,,,2025,,,,235.0,Delaware,39.9,34.1
,Slnd,31,16,104.5,110.0,0.3561,51.7,51.4,19.2,17.6,30.8,33.9,22.7,29.9,55.4,52.0,31.8,33.4,70.5,-10.2,,,2025,,,,236.0,UT Rio Grande Valley,49.0,35.1
,Sum,33,19,108.4,114.2,0.3522,50.1,54.8,12.6,17.3,30.0,35.7,45.4,35.2,51.7,55.4,31.6,35.9,74.4,-9.0,,,2025,,,,237.0,South Dakota,37.5,38.9
,Ivy,27,12,102.0,107.8,0.3451,50.6,52.2,18.0,17.7,25.0,31.1,24.4,24.6,52.2,53.4,32.0,33.5,65.6,-10.8,,,2025,,,,238.0,Harvard,39.9,36.5
,WAC,31,13,106.4,112.5,0.3443,51.7,50.4,19.2,16.4,32.8,32.5,37.0,34.3,50.6,48.5,35.4,36.0,67.5,-12.9,,,2025,,,,239.0,UT Arlington,42.2,34.9
,Amer,33,13,101.9,107.9,0.3415,49.5,49.7,16.9,14.4,27.2,31.1,34.2,33.6,51.5,50.0,31.2,32.7,66.2,-14.6,,,2025,,,,240.0,Tulsa,42.3,34.0
,Sum,33,12,107.9,114.4,0.3388,49.7,56.5,16.6,15.0,33.7,28.7,33.6,33.0,50.3,57.1,32.5,37.1,68.9,-15.1,,,2025,,,,241.0,North Dakota,40.0,40.6
,MAAC,34,17,99.4,105.4,0.3361,47.5,51.7,20.9,22.8,39.1,30.9,27.9,35.6,47.5,53.9,31.8,32.6,68.2,-13.9,,,2025,,,,242.0,Iona,34.7,44.5
,Pat,34,22,101.2,107.4,0.3354,51.8,52.1,16.8,17.6,23.8,27.4,29.5,34.1,51.1,53.1,35.1,33.6,63.4,-8.3,,16.0,2025,,,,243.0,American,44.8,35.7
,BW,32,15,97.4,103.4,0.3352,46.3,50.0,19.7,21.8,27.6,33.6,38.3,39.2,45.1,48.3,32.2,35.2,67.1,-11.2,,,2025,,,,244.0,UC Davis,35.5,37.7
,Slnd,33,17,105.2,111.8,0.3314,51.1,52.0,18.1,17.5,34.5,31.4,27.5,34.7,49.7,50.8,35.8,36.4,64.1,-11.9,,,2025,,,,245.0,Incarnate Word,36.3,31.2
,SB,33,14,107.2,113.9,0.3304,50.4,51.0,16.9,12.9,32.4,31.9,33.8,26.2,49.8,51.8,34.4,33.2,69.1,-13.3,,,2025,,,,246.0,Georgia St,33.3,41.5
,BSky,33,18,103.7,110.2,0.3302,50.3,53.3,15.4,14.8,31.5,23.8,29.6,34.3,49.4,52.8,34.5,36.0,66.6,-11.5,,,2025,,,,247.0,Northern Arizona,38.2,37.0
,MAAC,33,15,105.0,111.8,0.3274,51.0,51.8,17.7,17.6,31.4,29.9,26.3,27.6,50.3,50.8,34.5,35.4,70.3,-14.7,,,2025,,,,248.0,Sacred Heart,44.6,43.1
,SB,33,17,102.9,109.6,0.3274,50.6,50.1,19.0,18.4,33.0,33.0,26.5,43.1,49.8,51.2,34.5,32.3,69.5,-11.4,,,2025,,,,249.0,Georgia Southern,44.3,40.1
,Horz,33,17,102.6,109.4,0.3217,49.8,52.5,17.3,19.9,31.0,32.5,31.3,29.3,50.0,50.6,33.0,37.0,65.9,-11.3,,,2025,,,,250.0,Northern Kentucky,40.0,40.1
,WCC,32,12,106.3,113.5,0.3211,50.1,54.6,18.0,13.2,23.9,29.9,32.2,22.1,49.8,53.3,33.7,37.8,68.2,-12.7,,,2025,,,,251.0,Portland,43.6,40.9
,BSky,33,14,107.9,115.2,0.3207,51.8,54.0,17.9,15.1,28.9,31.3,33.6,35.7,51.5,55.1,34.7,34.9,66.3,-14.0,,,2025,,,,252.0,Idaho,47.9,39.9
,MAC,33,18,110.8,118.5,0.3156,50.5,56.4,13.7,15.5,29.8,30.9,35.5,26.5,50.6,55.9,33.6,38.2,68.3,-9.1,,,2025,,,,253.0,Toledo,28.6,37.5
,OVC,33,19,98.0,104.9,0.3146,49.5,46.7,20.4,21.5,30.4,35.4,29.0,37.9,47.2,46.3,36.6,31.4,66.7,-10.1,,,2025,,,,254.0,Little Rock,30.3,44.2
,BW,33,14,105.3,112.8,0.3129,48.2,54.3,18.8,18.9,35.6,29.7,34.5,46.9,45.3,54.8,37.2,35.7,66.0,-13.8,,,2025,,,,255.0,Cal St Bakersfield,28.4,41.5
,BSth,32,14,103.1,110.5,0.3113,51.2,52.5,16.3,17.7,29.6,31.3,31.2,39.2,49.7,52.9,36.0,34.4,64.3,-13.9,,,2025,,,,256.0,Presbyterian,34.2,34.7
